,result,table,_start,_stop,_time,_value,_field,_measurement,instanceId
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:38:36.6928439Z,21.193198507392406,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:38:46.8393999Z,21.71046405830908,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:38:56.8442428Z,22.031004171483687,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:39:06.8542545Z,22.245989800312554,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:39:16.8619059Z,23.081902095969724,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:39:26.8787789Z,23.880486989803842,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:39:36.8977325Z,24.621944257697066,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:39:46.9069251Z,25.05382612839054,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:39:56.918579Z,25.187812139251186,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:40:06.924162Z,25.775515349477306,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:40:16.9296445Z,26.591155876098743,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:40:26.9363849Z,26.5252631444136,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:40:36.9477467Z,26.653792307900172,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:40:46.9578753Z,26.744567666782334,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:40:56.9688686Z,27.063478186406886,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:41:06.9770659Z,26.86806025559458,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:41:16.9782866Z,27.87854201073225,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:41:26.9839708Z,29.102462168830666,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:41:36.9880969Z,29.031457992634486,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:41:46.9929504Z,29.46831565022856,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:41:57.0022542Z,30.033603566365134,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:42:07.006394Z,30.529832614832483,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:42:17.0177794Z,31.324630604625977,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:42:27.0233378Z,32.336024402331574,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:42:37.0289868Z,33.318601048583446,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:42:47.0364777Z,34.3046614673476,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:42:57.0473471Z,34.98024289111152,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:43:07.0543601Z,35.80413655671484,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:43:17.0587455Z,36.81622219461306,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:43:27.0624164Z,37.362934009108194,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:43:37.0683141Z,37.527126651386325,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:43:47.0745447Z,38.603211926111584,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:43:57.0817137Z,39.41321252154336,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:44:07.0843425Z,39.680483063301295,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:44:17.0872168Z,40.81985591681202,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:44:27.099954Z,41.17882446394247,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:44:37.1049974Z,41.901052711369026,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:44:47.1087107Z,42.955616804983286,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:44:57.1113996Z,44.05197715470659,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:45:07.1177626Z,43.96654908590323,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:45:17.128353Z,45.02733224433722,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:45:27.1317003Z,44.87034795264263,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:45:37.1351756Z,45.963901124761385,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:45:47.1414177Z,46.068590357000275,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:45:57.1526486Z,47.22596926799787,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:46:07.1595366Z,47.5218302516834,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:46:17.162759Z,48.343527352248095,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:46:27.168472Z,48.597401326567585,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:46:37.1747725Z,49.06945778700498,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:46:47.1776735Z,48.90160669032559,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:46:57.180779Z,49.61129165434339,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:47:07.1855754Z,50.71694298052087,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:47:17.1920309Z,51.06948773275106,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:47:27.19826Z,51.06514311840997,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:47:37.2044606Z,51.68493493899467,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:47:47.2087861Z,51.439183698473116,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:47:57.2205204Z,52.08250739720301,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:48:07.2246503Z,53.02008739580404,temperature,temperatureReading,0
,_result,0,2023-02-28T12:12:08.471603206Z,2023-03-01T12:12:08.471603206Z,2023-02-28T13:48:17.2277799Z,53.3164649617702,temperature,temperatureReading,0
